etID  | Input | Late Latin | Output {GOLD}
889    | #mˌed̪ikˈiːn̪am# | *#mˌɛd̪ecˈin̪ɑ# | *#məd͡zˈin̪ə# {GOLD: #məd͡zˈin̪ə#}
890    | #iˌuːd̪ikˈaːre# | *#ʝˌud̪ekˈɑrɛ# | *#ʒuðkˈa# {GOLD: #ʒud͡ʒˈa#}
891    | #ˌad̪wˌiːsˈaːre# | *#ˌɑd̪βʷˌisˈɑrɛ# | *#əðbizˈa# {GOLD: #əβizˈa#}
892    | #hˌered̪it̪ˈaːt̪em# | *#hˌɛrɛd̪et̪ˈɑt̪ɛ# | *#ərt̪ˈat̪# {GOLD: #əɾət̪ˈat#}
893    | #ˌae̯st̪imˈaːre# | *#ˌɛst̪emˈɑrɛ# | *#əst̪əmˈa# {GOLD: #əjmˈa#}
894    | #ˌaleːmˈosyn̪am# | *#ˌɑlemˈɔsen̪ɑ# | *#əmˈujn̪ə# {GOLD: #əlmˈɔjn̪ə#}
895    | #mˌan̪sion̪ˈaːt̪am# | *#mˌɑsʝɔn̪ˈɑt̪ɑ# | *#məzun̪ˈaðə# {GOLD: #məjn̪ˈaðə#}
896    | #d̪ˌisiuːn̪ˈaːre# | *#d̪ˌesʝen̪ˈɑrɛ# | *#d̪əzən̪ˈa# {GOLD: #d̪in̪ˈa#}
897    | #d̪ˌiskˈipulum# | *#d̪ˌescˈeplo# | *#d̪isˈewlu# {GOLD: #d̪əʃˈɛbblə#}
898    | #d̪ˌiskiplˈiːn̪am# | *#d̪ˌesceplˈin̪ɑ# | *#d̪əsəwlˈin̪ə# {GOLD: #d̪əʃuplˈin̪ə#}
899    | #wˈespam# | *#βʷˈɛspɑ# | *#bˈespə# {GOLD: #bˈespə#}
900    | #pˌiskˈaːre# | *#pˌeskˈɑrɛ# | *#pəskˈa# {GOLD: #pəskˈa#}
901    | #kwˌassikˈaːre# | *#kwˌɑssekˈɑrɛ# | *#kwəsəɣˈa# {GOLD: #kəskˈa#}
902    | #fˈiːkt̪am# | *#fˈixt̪ɑ# | *#fˈijðə# {GOLD: #fˈit̪ə#}
903    | #fˈakt̪am# | *#fˈɑxt̪ɑ# | *#fˈeðə# {GOLD: #fˈet̪ə#}
904    | #d̪ˌirˈeːkt̪am# | *#d̪ˌerˈext̪ɑ# | *#d̪iɾˈeðə# {GOLD: #d̪ɾˈɛt̪ə#}
905    | #kˈokt̪am# | *#kˈɔxt̪ɑ# | *#kˈujðə# {GOLD: #kˈujt̪ə#}
906    | #mˌakt̪ˈaːre# | *#mˌɑxt̪ˈɑrɛ# | *#məðˈa# {GOLD: #mət̪ˈa#}
907    | #rˌukt̪ˈaːre# | *#rˌoxt̪ˈɑrɛ# | *#ruðˈa# {GOLD: #rut̪ˈa#}
908    | #lˈikit̪am# | *#lˈecet̪ɑ# | *#ʎˈest̪ə# {GOLD: #ʎˈɛwðə#}
909    | #wˌokit̪ˈaːre# | *#βʷˌɔket̪ˈɑrɛ# | *#bukt̪ˈa# {GOLD: #bujðˈa#}
910    | #mˈakrum# | *#mˈɑkro# | *#mˈaɣrə# {GOLD: #mˈaɣɾə#}
911    | #sˈokrum# | *#sˈɔkro# | *#sˈɔɣrə# {GOLD: #sˈɔɣɾə#}
912    | #kˌikerˈoːn̪em# | *#cˌecɛrˈon̪ɛ# | *#əsrˈo# {GOLD: #siwɾˈo#}
913    | #mˌakerˈaːre# | *#mˌɑkɛrˈɑrɛ# | *#məʎˈa# {GOLD: #məwɾˈa#}
914    | #n̪ˈokere# | *#n̪ˈɔkɛrɛ# | *#n̪ˈɔkr# {GOLD: #n̪ˈɔwɾə#}
915    | #plˈakere# | *#plˈɑkrɛ# | *#plˈaɣrə# {GOLD: #plˈawɾə#}
916    | #ˌaɡran̪iˈoːn̪em# | *#ˌɑɣrɑn̪ʝˈon̪ɛ# | *#əɣrəlˈo# {GOLD: #əɾəɲˈo#}
917    | #pˌiɡrˈit̪iam# | *#pˌeɣrˈet͡sʲʝɑ# | *#piɣrˈezə# {GOLD: #pəɾˈɛzə#}
918    | #n̪ˈiɡram# | *#n̪ˈeɣrɑ# | *#n̪ˈeɣrə# {GOLD: #n̪ˈɛɣɾə#}
919    | #flˈaɡrat̪# | *#flˈɑɣrɑt̪# | *#flˈaɣrə# {GOLD: #flˈajɾə#}
920    | #ˌaːksˈillam# | *#ˌɑxsˈellɑ# | *#əʃˈeʎə# {GOLD: #əʃˈeʎə#}
921    | #ˌeksˈiːre# | *#ˌɛxsˈirɛ# | *#əʃˈi# {GOLD: #əʃˈi#}
922    | #ˌeksˈamen̪# | *#ˌɛxsˈɑmɛ# | *#əʃˈam# {GOLD: #əʃˈam#}
923    | #ˌeksˈaɡium# | *#ˌɛxsˈɑʝʝo# | *#əʃˈaʒi# {GOLD: #əsˈat͡ʃ#}
924    | #iˌaːkˈoːmum# | *#ʝˌɑkˈomo# | *#ʒəɣˈom# {GOLD: #ʒˈawmə#}
925    | #pʰlˈeɡmam# | *#plˈɛwmɑ# | *#plˈɛwmə# {GOLD: #flˈɛwmə#}
926    | #ˌaɡn̪ˈellum# | *#ˌɑŋn̪ˈɛllo# | *#əɲˈɛʎ# {GOLD: #əɲˈeʎ#}
927    | #lˈiɡn̪am# | *#lˈeŋn̪ɑ# | *#ʎˈeɲə# {GOLD: #ʎˈeɲə#}
928    | #ˌiɡn̪orˈaːre# | *#ˌeŋn̪ɔrˈɑrɛ# | *#iɲlˈa# {GOLD: #əɲuɾˈa#}
929    | #sˌiɡn̪ˈalem# | *#sˌeŋn̪ˈɑlɛ# | *#siɲˈal# {GOLD: #səɲˈal#}
930    | #pˌuɡn̪ˈaːre# | *#pˌoŋn̪ˈɑrɛ# | *#puɲˈa# {GOLD: #puɲˈa#}
931    | #frˈiɡid̪am# | *#frˈeɡd̪ɑ# | *#frˈezə# {GOLD: #fɾˈɛðə#}
932    | #fˌiɡikˈaːre# | *#fˌeʝekˈɑrɛ# | *#fiʒkˈa# {GOLD: #fikˈa#}
933    | #d̪ˌamn̪ˈaːre# | *#d̪ˌɑmn̪ˈɑrɛ# | *#d̪əɲˈa# {GOLD: #d̪əɲˈa#}
934    | #d̪ˌamn̪ˈoːsum# | *#d̪ˌɑmn̪ˈoso# | *#d̪əɲˈos# {GOLD: #d̪əɲˈos#}
935    | #fˈeːmin̪am# | *#fˈemen̪ɑ# | *#fˈɛmn̪ə# {GOLD: #fˈembra#}
936    | #sˌemin̪ˈaːre# | *#sˌɛmen̪ˈɑrɛ# | *#simn̪ˈa# {GOLD: #səmbɾˈa#}
937    | #kˌommun̪ikˈaːre# | *#kˌɔmmon̪ekˈɑrɛ# | *#kummun̪kˈa# {GOLD: #kumbɾəɣˈa#}
938    | #lamin̪am# | *#lɑmen̪ɑ# | *#ʎəmən̪ə# {GOLD: #ʎˈawn̪ə#}
939    | #kˈambam# | *#kˈɑmbɑ# | *#kˈamə# {GOLD: #kˈamə#}
940    | #kˌolumbˈaːrium# | *#kˌɔlombˈɑrʝo# | *#kumˈaɾə# {GOLD: #kulumˈe#}
941    | #kˈumbam# | *#kˈombɑ# | *#kˈomə# {GOLD: #kˈomə#}
942    | #ˌumbilˈiːkum# | *#ˌombelˈiko# | *#uməlˈik# {GOLD: #məlˈik#}
943    | #ˌampˈullam# | *#ˌɑmpˈollɑ# | *#əmpˈoʎə# {GOLD: #əmpˈoʎə#}
944    | #t̪rˌiumpʰˈaːre# | *#t̪rˌeompˈɑrɛ# | *#riumpˈa# {GOLD: #t̪ɾiumfˈa#}
945    | #mˌin̪imˈaːre# | *#mˌen̪emˈɑrɛ# | *#mərmˈa# {GOLD: #mərmˈa#}
946    | #ˈan̪imam# | *#ˈɑn̪emɑ# | *#ˈarmə# {GOLD: #ˈarmə#}
947    | #fˌon̪t̪an̪ˈellam# | *#fˌɔn̪t̪ɑn̪ˈɛllɑ# | *#furt̪ən̪ˈɛʎə# {GOLD: #fun̪t̪ən̪ˈeʎə#}
948    | #kˌon̪fˈekt̪um# | *#kˌɔn̪fˈɛxt̪o# | *#kun̪fˈɛjt̪# {GOLD: #kumfˈit#}
949    | #ˌin̪fˈan̪t̪em# | *#ˌen̪fˈɑn̪t̪ɛ# | *#ərfˈan̪t̪# {GOLD: #iɱfˈan#}
950    | #ˌin̪fˈern̪um# | *#ˌen̪fˈɛrn̪o# | *#in̪fˈɛ# {GOLD: #iɱfˈɛrn#}
951    | #ˌin̪wˈid̪iam# | *#ˌen̪βʷˈeʝʝɑ# | *#in̪bˈiʒə# {GOLD: #əmbˈɛʒə#}
952    | #kˌon̪wen̪ˈiːre# | *#kˌɔn̪βʷɛn̪ˈirɛ# | *#kurbən̪ˈi# {GOLD: #kumbən̪ˈi#}
953    | #ˌin̪wit̪ˈaːre# | *#ˌen̪βʷet̪ˈɑrɛ# | *#in̪bəðˈa# {GOLD: #imbit̪ˈa#}
954    | #kˌan̪d̪ˈeːlam# | *#kˌɑn̪d̪ˈelɑ# | *#kən̪ˈɛlə# {GOLD: #kən̪ˈɛlə#}
955    | #d̪ˌeːman̪d̪ˈaːre# | *#d̪ˌemɑn̪d̪ˈɑrɛ# | *#d̪imn̪ˈa# {GOLD: #d̪əmən̪ˈa#}
956    | #fˈun̪d̪am# | *#fˈon̪d̪ɑ# | *#fˈon̪ə# {GOLD: #fˈon̪ə#}
957    | #rˌot̪ˈun̪d̪am# | *#rˌɔt̪ˈon̪d̪ɑ# | *#ruðˈon̪ə# {GOLD: #ruðˈon̪ə#}
958    | #spˈon̪d̪am# | *#ˌespˈɔn̪d̪ɑ# | *#əspˈɔn̪ə# {GOLD: #əspˈon̪ə#}
959    | #st̪ˈun̪d̪am# | *#ˌest̪ˈon̪d̪ɑ# | *#əst̪ˈon̪ə# {GOLD: #əst̪ˈon̪ə#}
960    | #wˈen̪d̪un̪t̪# | *#βʷˈɛn̪d̪on̪t̪# | *#bˈɛrd̪ə# {GOLD: #bˈɛn̪ən̪#}
961    | #ɡˌerˈun̪d̪am# | *#ɟˌɛrˈon̪d̪ɑ# | *#ʒəɾˈon̪ə# {GOLD: #ʒiɾˈon̪ə#}
962    | #kˌoːn̪d̪omˈiːn̪am# | *#kˌon̪d̪ɔmˈin̪ɑ# | *#kun̪umˈin̪ə# {GOLD: #kuɾumˈin̪ə#}
963    | #lˌen̪d̪ˈin̪em# | *#lˌɛn̪d̪ˈen̪ɛ# | *#ʎird̪ˈe# {GOLD: #ʎˈemən̪ə#}
964    | #ˌad̪d̪en̪sˈaːre# | *#ˌɑd̪d̪ɛn̪sˈɑrɛ# | *#əðəzˈa# {GOLD: #əðəzˈa#}
965    | #kˌoːn̪suˈeːre# | *#kˌoswˈerɛ# | *#kuzwˈe# {GOLD: #kuzˈi#}
966    | #ˌin̪kˈen̪sa# | *#ˌeŋcˈesɑ# | *#iŋsˈezə# {GOLD: #ən̪sˈɛzə#}
967    | #pˌen̪sˈaːre# | *#pˌɛn̪sˈɑrɛ# | *#pəzˈa# {GOLD: #pəzˈa#}
968    | #t̪ˌon̪sˈorias# | *#t̪ˌɔn̪sˈɔrʝɑs# | *#t̪uzˈujɾəs# {GOLD: #t̪izˈoɾəs#}
969    | #lˌon̪ɡan̪ˈikiam# | *#lˌɔŋɡɑn̪ˈeccʝɑ# | *#ʎuŋɡən̪ˈesə# {GOLD: #ʎuŋɡən̪ˈisə#}
970    | #sˌyːrˈin̪ɡam# | *#sˌirˈeŋɡɑ# | *#ʃiɾˈeŋɡə# {GOLD: #ʃəɾˈiŋɡə#}
971    | #lˌan̪ɡuˈoːrem# | *#lˌɑŋɡwˈorɛ# | *#ʎəŋɡwˈo# {GOLD: #ʎəŋɡˈo#}
972    | #ˌin̪ɡuˌin̪ˈaːlem# | *#ˌeŋɡwˌen̪ˈɑlɛ# | *#iŋɡwən̪ˈal# {GOLD: #əŋɡun̪ˈal#}
973    | #sˌan̪ɡuin̪ˈeːn̪t̪um# | *#sˌɑŋɡwen̪ˈen̪t̪o# | *#səŋɡwəɾˈɛn̪t̪# {GOLD: #səŋɡun̪ˈen#}
974    | #plˈan̪ɡere# | *#plˈɑŋɟɛrɛ# | *#plˈaɲr# {GOLD: #plˈaɲə#}
975    | #fˈin̪ɡere# | *#fˈeŋɟɛrɛ# | *#fˈeɲr# {GOLD: #fˈɛɲə#}
976    | #t̪ˌin̪ɡˈeːre# | *#t̪ˌeŋɟˈerɛ# | *#t̪iɲˈe# {GOLD: #t̪əɲˈi#}
977    | #brˈan̪kam# | *#brˈɑŋkɑ# | *#brˈaŋkə# {GOLD: #bɾˈaŋkə#}
978    | #ˈan̪kʰoram# | *#ˈɑŋkɔrɑ# | *#ˈaŋkuɾə# {GOLD: #ˈaŋkuɾə#}
979    | #mˌan̪kˈiːpum# | *#mˌɑŋcˈipo# | *#məŋʃˈip# {GOLD: #məsˈip#}
980    | #ˌin̪kˈen̪sum# | *#ˌeŋcˈeso# | *#iŋˈes# {GOLD: #ən̪sˈɛn̪s#}
981    | #ˌin̪kept̪ˈaːre# | *#ˌeŋcɛpt̪ˈɑrɛ# | *#iŋsət̪ˈa# {GOLD: #ən̪sət̪ˈa#}
982    | #ˈalbam# | *#ˈɑɫbɑ# | *#ˈaɫbə# {GOLD: #ˈalβə#}
983    | #fˈald̪am# | *#fˈɑɫd̪ɑ# | *#fˈaɫd̪ə# {GOLD: #fˈald̪ə#}
984    | #mˈult̪am# | *#mˈoɫt̪ɑ# | *#mˈoɫt̪ə# {GOLD: #mˈolt̪ə#}
985    | #mˌult̪ˈoːn̪em# | *#mˌoɫt̪ˈon̪ɛ# | *#muɫt̪ˈo# {GOLD: #mult̪ˈo#}
986    | #wˌolt̪ˈaːre# | *#βʷˌɔɫt̪ˈɑrɛ# | *#buɫt̪ˈa# {GOLD: #bult̪ˈa#}
987    | #wˈolwam# | *#βʷˈɔɫβʷɑ# | *#bˈɔɫbə# {GOLD: #bˈɔlβə#}
988    | #kˈalkeam# | *#kˈɑɫcʝɑ# | *#kˈaɫsə# {GOLD: #kˈalsə#}
989    | #ˌawskult̪ˈaːre# | *#ˌɑwskoɫt̪ˈɑrɛ# | *#uskuɫt̪ˈa# {GOLD: #əskult̪ˈa#}
990    | #pˌalpˈaːre# | *#pˌɑɫpˈɑrɛ# | *#pəɫpˈa# {GOLD: #pəlpˈa#}
991    | #ˌawskult̪ˈaːre# | *#ˌɑwskoɫt̪ˈɑrɛ# | *#uskuɫt̪ˈa# {GOLD: #əskut̪ˈa#}
992    | #pˌulikˈoːn̪em# | *#pˌolekˈon̪ɛ# | *#pukˈo# {GOLD: #puɣˈo#}
993    | #kˈolpum# | *#kˈɔɫpo# | *#kˈɔɫp# {GOLD: #kˈɔp#}
994    | #pˈalmum# | *#pˈɑɫmo# | *#pˈaɫm# {GOLD: #pˈam#}
995    | #bˈarbam# | *#bˈɑrbɑ# | *#bˈarbə# {GOLD: #bˈarbə#}
996    | #mˌart̪ˈellum# | *#mˌɑrt̪ˈɛllo# | *#mərt̪ˈɛʎ# {GOLD: #mərt̪ˈeʎ#}
997    | #pˌerd̪ˈiːkem# | *#pˌɛrd̪ˈicɛ# | *#pərd̪ˈis# {GOLD: #pərd̪ˈiw#}
998    | #wˈirɡam# | *#βʷˈerɡɑ# | *#bˈɛrɡə# {GOLD: #bˈɛrɡə#}
999    | #pˌort̪ion̪ˈaːrium# | *#pˌɔrt͡sʲʝɔn̪ˈɑrʝo# | *#pusun̪ˈaɾə# {GOLD: #pərsun̪ˈe#}
1000   | #fˈerulam# | *#fˈɛrlɑ# | *#fˈɛrlə# {GOLD: #fˈɛrlə#}
1001   | #pˈeːrulam# | *#pˈerlɑ# | *#pˈɛrlə# {GOLD: #pˈɛrlə#}
1002   | #bˈursam# | *#bˈorsɑ# | *#bˈosə# {GOLD: #bˈosə#}
1003   | #wˌersˈaːre# | *#βʷˌɛrsˈɑrɛ# | *#bəsˈa# {GOLD: #bəsˈa#}
1004   | #ˌarbit̪rˈaːre# | *#ˌɑrbet̪rˈɑrɛ# | *#ərbəlˈa# {GOLD: #əlβiɾˈa#}
1005   | #hˌeribˈerɡum# | *#hˌɛreβˈɛrɡo# | *#iβˈɛrk# {GOLD: #əlβˈɛrk#}
1006   | #d̪ˈuplum# | *#d̪ˈoplo# | *#d̪ˈowlu# {GOLD: #d̪ˈobblə#}
1007   | #rˌeplˈeːre# | *#rˌɛplˈerɛ# | *#riwlˈe# {GOLD: #rəbblˈi#}
1008   | #mˌan̪ˈuplum# | *#mˌɑn̪ˈoplo# | *#mən̪ˈowlu# {GOLD: #mən̪ˈoʎ#}
1009   | #pˈoːpulum# | *#pˈoplo# | *#pˈowlu# {GOLD: #pˈoʎ#}
1010   | #kˈoːpulam# | *#kˈoplɑ# | *#kˈowlə# {GOLD: #kˈɔʎə#}
1011   | #kˈoːpulam# | *#kˈoplɑ# | *#kˈowlə# {GOLD: #kˈobblə#}
1012   | #n̪ˈebulam# | *#n̪ˈɛblɑ# | *#n̪ˈewlə# {GOLD: #n̪ˈewlə#}
1013   | #sˈibilat̪# | *#sˈeβelɑt̪# | *#sˈewlə# {GOLD: #sˈiwlə#}
1014   | #st̪ˈabulum# | *#ˌest̪ˈɑblo# | *#əst̪ˈawlu# {GOLD: #əst̪ˈabblə#}
1015   | #mˈoːbilem# | *#mˈoβelɛ# | *#mˈowl# {GOLD: #mˈɔbblə#}
1016   | #n̪ˈobilem# | *#n̪ˈɔβelɛ# | *#n̪ˈɔwl# {GOLD: #n̪ˈɔbblə#}
1017   | #mˌiːrˈaːkulum# | *#mˌirˈɑklo# | *#miɾˈaʎə# {GOLD: #miɾˈaklə#}
1018   | #sˈae̯kulum# | *#sˈɛklo# | *#sˈɛʎə# {GOLD: #sˈeɡɡlə#}
1019   | #iˌokulˈaːre# | *#ʝˌɔkolˈɑrɛ# | *#ʒuʎˈa# {GOLD: #ʒuɡɡlˈa#}
1020   | #ˈiːn̪sulam# | *#ˈisolɑ# | *#ˈilə# {GOLD: #ˈiʎə#}
1021   | #kwˈat̪ilam# | *#kwˈɑt̪elɑ# | *#kwˈaʎə# {GOLD: #ɡwˈaʎʎə#}
1022   | #rˌot̪ulˈaːre# | *#rˌɔt̪olˈɑrɛ# | *#ruʎˈa# {GOLD: #ruʎʎˈa#}
1023   | #ˌamˈid̪d̪ulam# | *#ˌɑmˈed̪d̪lɑ# | *#əmˈeðʎə# {GOLD: #əmmˈɛʎʎə#}
1024   | #mˈod̪ulum# | *#mˈɔd̪lo# | *#mˈɔʎə# {GOLD: #mˈɔʎʎə#}
1025   | #wˈiɡilat̪# | *#βʷˈeɡlɑt̪# | *#bˈeʎə# {GOLD: #bˈɛʎʎə#}
1026   | #est̪# | *#ɛst̪# | *#əs# {GOLD: #ˈes#}
1027   | #kˈan̪t̪an̪t̪# | *#kˈɑn̪t̪ɑn̪t̪# | *#kˈart̪ə# {GOLD: #kˈan̪t̪ən̪#}
1028   | #ˈopus# | *#ˈɔpos# | *#ˈɔps# {GOLD: #ˈɔps#}
1029   | #pˈan̪es# | *#pˈɑn̪ɛs# | *#pˈan̪s# {GOLD: #pˈan̪s#}
1030   | #wˈoles# | *#βʷˈɔlɛs# | *#bˈɔs# {GOLD: #bˈɔls#}
1031   | #kˌan̪t̪ˈat̪is# | *#kˌɑn̪t̪ˈɑt̪es# | *#kən̪t̪ˈat̪s# {GOLD: #kən̪t̪ˈat̪s#}
1032   | #kˈippum# | *#cˈeppo# | *#sˈepu# {GOLD: #sˈɛp#}
1033   | #sˈikkum# | *#sˈekko# | *#sˈeku# {GOLD: #sˈɛk#}
1034   | #rˌeːwˈersum# | *#rˌeβʷˈɛrso# | *#riβˈes# {GOLD: #rəβˈes#}
1035   | #frˈiskum# | *#frˈesko# | *#frˈesk# {GOLD: #fɾˈɛsk#}
1036   | #t̪rˌiˈumpʰum# | *#t̪rˌeˈompo# | *#rˈomp# {GOLD: #t̪ɾiˈomf#}
1037   | #fˈirmum# | *#fˈermo# | *#fˈɛrm# {GOLD: #fˈɛrm#}
1038   | #kˈorn̪um# | *#kˈɔrn̪o# | *#kˈɔr# {GOLD: #kˈorn#}
1039   | #kˌohˈoːrt̪em# | *#kˈort̪ɛ# | *#kˈort̪# {GOLD: #kˈort#}
1040   | #sˈerpem# | *#sˈɛrpɛ# | *#sˈɛrp# {GOLD: #sˈerp#}
1041   | #kˌast̪ˈellum# | *#kˌɑst̪ˈɛllo# | *#kəst̪ˈɛʎ# {GOLD: #kəst̪ˈeʎ#}
1042   | #pˈullum# | *#pˈollo# | *#pˈoʎ# {GOLD: #pˈoʎ#}
1043   | #fˌen̪ˈukulum# | *#fˌɛn̪ˈoklo# | *#fin̪ˈoʎə# {GOLD: #fən̪ˈoʎ#}
1044   | #pˌerˈiːkulum# | *#pˌɛrˈiklo# | *#pəɾˈilə# {GOLD: #pəɾˈiʎ#}
1045   | #kˌolˈumbum# | *#kˌɔlˈombo# | *#kulˈom# {GOLD: #kulˈom#}
1046   | #lˈimbum# | *#lˈembo# | *#ʎˈem# {GOLD: #ʎˈim#}
1047   | #lˈumbum# | *#lˈombo# | *#ʎˈom# {GOLD: #ʎˈom#}
1048   | #ɡrˈan̪d̪em# | *#ɡrˈɑn̪d̪ɛ# | *#ɡrˈan̪# {GOLD: #ɡɾˈan#}
1049   | #ˈamplum# | *#ˈɑmplo# | *#ˈamblu# {GOLD: #ˈamplə#}
1050   | #sklˈoppum# | *#ˌesklˈɔppo# | *#əʃʎˈɔpu# {GOLD: #əsklˈɔp#}
1051   | #kˈon̪t̪raː# | *#kˈɔn̪t̪rɑ# | *#kˈon̪d̪rə# {GOLD: #kˈɔn̪t̪ɾə#}
1052   | #kˈon̪ɡrum# | *#kˈɔŋɡro# | *#kˈoŋɡru# {GOLD: #kˈoŋɡɾə#}
1053   | #d̪ˈiemˈerkuris# | *#d̪ˈeɛmˈɛrkores# | *#d̪ˈɛəmˈekuɾəs# {GOLD: #d̪imˈekɾəs#}
1054   | #ˈest̪is# | *#ˈɛst̪es# | *#ˈest̪əs# {GOLD: #ˈet̪s#}
1055   | #mˈarmorem# | *#mˈɑrmɔrɛ# | *#mˈarmə# {GOLD: #mˈarbɾə#}
1056   | #ˌae̯st̪imˈaːre# | *#ˌɛst̪emˈɑrɛ# | *#əst̪əmˈa# {GOLD: #əzmˈa#}
1057   | #kˌampsˈaːre# | *#kˌɑmpsˈɑrɛ# | *#kəmsˈa# {GOLD: #kən̪sˈa#}
1058   | #ˌekskˈarpsum# | *#ˌɛskˈɑrpso# | *#əskˈasu# {GOLD: #əskˈas#}
1059   | #ˈun̪d̪ekem# | *#ˈon̪d̪ɛcɛ# | *#ˈon̪əs# {GOLD: #ˈon̪zə#}
1060   | #kwˌat̪t̪uˈord̪ekem# | *#kwˌɑt̪t̪wˈɔrd̪ɛcɛ# | *#kwət̪ˈɔrd̪əs# {GOLD: #kət̪ˈorzə#}
1061   | #kˌoˈaɡulum# | *#kˌɔˈɑɡlo# | *#kˈaʎə# {GOLD: #kwˈaʎ#}
1062   | #kwˈan̪d̪um# | *#kwˈɑn̪d̪o# | *#kwˈan̪# {GOLD: #kwˈan#}
1063   | #kwˈan̪t̪um# | *#kwˈɑn̪t̪o# | *#kwˈan̪t̪# {GOLD: #kwˈan#}
1064   | #kwˈart̪um# | *#kwˈɑrt̪o# | *#kwˈart̪# {GOLD: #kwˈart#}
1065   | #kwˈat̪t̪uor# | *#kwˈɑt̪t̪wɔr# | *#kwˈat̪rə# {GOLD: #kwˈat̪ɾə#}
1066   | #kwˌid̪# | *#kwˌed̪# | *#kwˈe# {GOLD: #kə#}
1067   | #kwˈiːn̪d̪ekem# | *#kwˈin̪d̪ɛcɛ# | *#kwˈin̪əs# {GOLD: #kin̪zˈɛ#}
1068   | #kwˈoːmod̪oː# | *#kˈomɔd̪o# | *#kˈomt̪# {GOLD: #kˈɔm#}
1069   | #kwˈiːn̪kwe# | *#cˈiŋkwɛ# | *#ʃˈiŋkwə# {GOLD: #sˈiŋ#}
1070   | #ˌae̯kwˈaːlem# | *#ˌɛkwˈɑlɛ# | *#əɣwˈal# {GOLD: #iɣwˈal#}
1071   | #kwˌiːn̪kwˈaːn̪t̪a# | *#cˌiŋkwˈɑn̪t̪ɑ# | *#ʃiŋkwˈan̪t̪ə# {GOLD: #siŋkwˈan̪t̪ə#}
1072   | #ˈeɡua# | *#ˈɛɣwɑ# | *#ˈeɣwə# {GOLD: #ˈeɣwə#}
1073   | #pˈaskuam# | *#pˈɑskwɑ# | *#pˈaskwə# {GOLD: #pˈaskwə#}
1074   | #sˌekwˈeːre# | *#sˌɛkwˈerɛ# | *#siɣwˈe# {GOLD: #səɣˈi#}
1075   | #ˌɑn̪ɡuˈiːllɑ# | *#ˌɑŋɡwˈillɑ# | *#əŋɡwˈilə# {GOLD: #əŋɡˈilə#}
1076   | #kˈokwet̪# | *#kˈɔkwɛt̪# | *#kˈɔɣwə# {GOLD: #kˈɔw#}
1077   | #kˌokwˈiːn̪am# | *#kˌɔkwˈin̪ɑ# | *#kuɣwˈin̪ə# {GOLD: #kˈujn̪ə#}
1078   | #d̪ˌist̪in̪ɡuˈeːre# | *#d̪ˌest̪eŋɡwˈerɛ# | *#d̪əst̪əŋɡwˈe# {GOLD: #d̪ist̪iɲʒˈi#}
1079   | #kˌen̪suˈalem# | *#cˌeswˈɑlɛ# | *#səzwˈal# {GOLD: #sən̪sˈal#}
1080   | #bˈat̪t̪uere# | *#bˈɑt̪t̪wɛrɛ# | *#bˈat̪ə# {GOLD: #bˈat̪ɾə#}
1081   | #fˈut̪t̪uere# | *#fˈot̪t̪wɛrɛ# | *#fˈot̪ə# {GOLD: #fˈot̪ɾə#}
1082   | #kˌon̪fluˈen̪t̪em# | *#kˌɔn̪flwˈɛn̪t̪ɛ# | *#kun̪flˈɛn̪t̪# {GOLD: #kuɱflˈen#}
1083   | #fˌebruˈarium# | *#fˌɛβrwˈɑrʝo# | *#fəwlˈaɾə# {GOLD: #fəβɾˈe#}
1084   | #mˈort̪uam# | *#mˈɔrt̪wɑ# | *#mˈɔrt̪ə# {GOLD: #mˈɔrt̪ə#}
1085   | #ˌan̪n̪uˈaːlem# | *#ˌɑn̪n̪wˈɑlɛ# | *#əɲˈal# {GOLD: #əɲˈal#}
1086   | #jˌan̪ˈarium# | *#ʝˌɑn̪ˈɑrʝo# | *#ʒən̪ˈaɾə# {GOLD: #ʒən̪ˈe#}
1087   | #mˌan̪uˈoperam# | *#mˌɑn̪wˈɔpɛrɑ# | *#mən̪ˈɔprə# {GOLD: #mən̪ˈɔβɾə#}
1088   | #ˌabbrˌewiˈaːre# | *#ˌɑbbrˌɛʝˈɑrɛ# | *#əwrəʒˈa# {GOLD: #əβɾəwʒˈa#}
1089   | #ˌaɡɡrˌewiˈaːre# | *#ˌɑɡɡrˌɛʝˈɑrɛ# | *#əɣrəʒˈa# {GOLD: #əɣɾəwʒˈa#}
1090   | #ˌallˌewiˈaːre# | *#ˌɑllˌɛʝˈɑrɛ# | *#əʎəʒˈa# {GOLD: #əʎəwʒˈa#}
1091   | #lˌewiˈarium# | *#lˌɛʝˈɑrʝo# | *#ʎiʒˈaɾə# {GOLD: #ʎəwʒˈe#}
1092   | #ɡlˈad̪ium# | *#ɡlˈɑʝʝo# | *#ɡlˈaʒi# {GOLD: #ɡlˈaβi#}
1093   | #n̪ˈowium# | *#n̪ˈɔʝo# | *#n̪ˈɔi# {GOLD: #n̪ˈuβi#}
1094   | #sˈalwiam# | *#sˈɑɫʝɑ# | *#sˈaɫə# {GOLD: #sˈalβiə#}
1095   | #sˈepiam# | *#sˈɛpʝɑ# | *#sˈeʒə# {GOLD: #sˈipiə#}
1096   | #kˌambiˈaːre# | *#kˌɑmbʝˈɑrɛ# | *#kəmˈa# {GOLD: #kəmbiˈa#}
